Date,Open,High,Low,Close,Adj Close,Volume
2026-03-10,394.010009765625,415.30999755859375,393.6400146484375,403.1099853515625,402.9407043457031,33745400
2026-03-11,410.7699890136719,422.75,405.7900085449219,418.69000244140625,418.5141906738281,30191400
2026-03-12,410.0,413.7300109863281,396.6700134277344,405.3500061035156,405.1797790527344,31720900
2026-03-13,413.75,429.3500061035156,413.0,426.1300048828125,425.9510803222656,39261000
2026-03-16,446.1600036621094,454.8599853515625,437.75,441.7999877929687,441.6144714355469,43067600
2026-03-17,452.5400085449219,462.7300109863281,445.1400146484375,461.69000244140625,461.4961242675781,43017900
2026-03-18,464.760009765625,471.3399963378906,458.2999877929687,461.7300109863281,461.5361328125,58973700
2026-03-19,424.9700012207031,457.2200012207031,421.1099853515625,444.2699890136719,444.08343505859375,74591900
2026-03-20,443.9200134277344,449.1000061035156,415.3599853515625,422.8999938964844,422.722412109375,64224900
2026-03-23,426.1499938964844,444.2699890136719,401.5199890136719,404.3500061035156,404.1802062988281,54807300
2026-03-24,401.2799987792969,404.9800109863281,388.9100036621094,395.5299987792969,395.3639221191406,44975100
2026-03-25,383.0,388.9200134277344,371.3800048828125,382.0899963378906,381.9295654296875,55328700
2026-03-26,370.0199890136719,374.25,350.0,355.4599914550781,355.31072998046875,54515900
2026-03-27,359.8599853515625,368.7000122070313,354.05999755859375,357.2200012207031,357.07000732421875,45806700
2026-03-30,362.6600036621094,362.80999755859375,318.3999938964844,321.79998779296875,321.79998779296875,73833200
2026-03-31,321.6700134277344,337.8399963378906,311.489990234375,337.8399963378906,337.8399963378906,73551800
2026-04-01,348.9100036621094,377.8900146484375,343.0,367.8500061035156,367.8500061035156,74429800
2026-04-02,341.3399963378906,366.94000244140625,340.20001220703125,366.239990234375,366.239990234375,51498700
2026-04-06,373.7999877929687,385.0799865722656,370.6099853515625,377.760009765625,377.760009765625,41414900
2026-04-07,374.1300048828125,379.25,364.1000061035156,377.5799865722656,377.5799865722656,40224100
2026-04-08,415.1300048828125,416.0,398.8800048828125,406.7300109863281,406.7300109863281,49216600
2026-04-09,407.6099853515625,423.94000244140625,398.44000244140625,421.510009765625,421.510009765625,43101000
2026-04-10,420.2900085449219,423.8599853515625,410.0499877929687,420.5899963378906,420.5899963378906,36377600
2026-04-13,416.4700012207031,426.8800048828125,408.5,426.55999755859375,426.55999755859375,37015800
2026-04-14,434.3500061035156,465.7799987792969,424.8599853515625,465.6600036621094,465.6600036621094,52534900
2026-04-15,457.6300048828125,463.9500122070313,439.3200073242187,456.2300109863281,456.2300109863281,40370100
2026-04-16,452.9599914550781,462.3399963378906,444.3800048828125,457.2300109863281,457.2300109863281,33626400
2026-04-17,466.8500061035156,470.9700012207031,452.2000122070313,455.0700073242187,455.0700073242187,33405000
2026-04-20,458.25,464.55999755859375,435.8999938964844,448.4200134277344,448.4200134277344,32013600
