Date,Open,High,Low,Close,Adj Close,Volume
2026-03-10,339.8500061035156,355.2799987792969,339.0,345.8800048828125,345.4505615234375,6121100
2026-03-11,348.0,353.0,343.5299987792969,351.07000732421875,350.6341247558594,4517200
2026-03-12,344.19000244140625,345.4800109863281,334.010009765625,337.2699890136719,336.8512268066406,5978200
2026-03-13,342.4700012207031,349.25,340.2799987792969,341.5299987792969,341.10595703125,5332200
2026-03-16,347.70001220703125,350.75,343.57000732421875,346.17999267578125,345.7501525878906,4427000
2026-03-17,346.17999267578125,352.80999755859375,343.010009765625,352.4599914550781,352.0223693847656,4833900
2026-03-18,353.3900146484375,357.8599853515625,349.2300109863281,349.4700012207031,349.0361022949219,5170500
2026-03-19,340.739990234375,359.04998779296875,338.0899963378906,357.2099914550781,356.7664794921875,6459700
2026-03-20,359.7699890136719,362.0,346.6600036621094,357.05999755859375,356.6166687011719,17587900
2026-03-23,367.8200073242187,374.25,361.4500122070313,361.7900085449219,361.3407897949219,6490700
2026-03-24,358.1600036621094,379.989990234375,358.0,373.989990234375,373.525634765625,6406200
2026-03-25,371.0,375.6799926757813,360.6600036621094,369.3399963378906,368.88140869140625,5052000
2026-03-26,358.3699951171875,359.4800109863281,337.5299987792969,338.54998779296875,338.129638671875,9261000
2026-03-27,337.6300048828125,345.69000244140625,334.3399963378906,337.1700134277344,336.7513732910156,5984800
2026-03-30,344.0,344.5400085449219,320.69000244140625,323.1199951171875,322.71881103515625,6568100
2026-03-31,328.8299865722656,342.05999755859375,325.4599914550781,341.7900085449219,341.3656311035156,8335600
2026-04-01,345.2900085449219,359.0,341.42999267578125,353.79998779296875,353.3606872558594,5974800
2026-04-02,338.0,354.30999755859375,337.25,348.4700012207031,348.0373229980469,4269400
2026-04-06,351.0199890136719,353.5,345.8299865722656,352.6199951171875,352.1821594238281,2505500
2026-04-07,348.1499938964844,356.0,345.5,354.30999755859375,353.8700866699219,4024800
2026-04-08,378.8900146484375,389.2999877929687,377.7799987792969,385.7200012207031,385.2410888671875,7628500
2026-04-09,385.25,398.739990234375,385.1300048828125,397.80999755859375,397.3160705566406,5373600
2026-04-10,402.5,407.2900085449219,398.9800109863281,399.489990234375,398.9939880371094,6399900
2026-04-13,397.8500061035156,400.5,389.5899963378906,395.7300109863281,395.2386779785156,5246600
2026-04-14,400.0,401.0499877929687,391.010009765625,395.6400146484375,395.1487731933594,5353200
2026-04-15,389.2099914550781,394.6099853515625,379.6799926757813,394.260009765625,393.7704772949219,5925100
2026-04-16,388.9500122070313,393.510009765625,384.2999877929687,389.8999938964844,389.4158935546875,5113000
2026-04-17,397.75,400.5,390.4100036621094,396.94000244140625,396.4471435546875,6017900
2026-04-20,397.6000061035156,398.489990234375,390.3800048828125,391.6199951171875,391.1337585449219,3747500
2026-04-21,393.0,397.510009765625,391.05999755859375,394.3299865722656,393.8403625488281,5414900
2026-04-22,399.8699951171875,404.0799865722656,391.260009765625,403.4800109863281,402.9790344238281,5268100
2026-04-23,406.1700134277344,413.8200073242187,397.1400146484375,403.9100036621094,403.4085083007813,4420800
2026-04-24,412.5,420.5,410.30999755859375,417.0400085449219,416.5221862792969,6159600
2026-04-27,416.0,417.0,398.0,404.8599853515625,404.3572998046875,5663400
2026-04-28,386.0,390.0700073242187,377.7999877929687,381.1099853515625,380.63677978515625,10396200
2026-04-29,383.8699951171875,386.010009765625,377.0700073242187,382.5899963378906,382.1149597167969,5116400
2026-04-30,385.5400085449219,396.010009765625,384.55999755859375,394.489990234375,394.0001831054687,7050000
2026-05-01,389.4500122070313,398.6400146484375,386.2000122070313,389.0799865722656,388.5968933105469,4586500
2026-05-04,387.1600036621094,401.0,385.6499938964844,391.3800048828125,390.89404296875,5062300
2026-05-05,404.3900146484375,414.5,400.25,410.8200073242187,410.3099365234375,6321100
2026-05-06,421.0,432.80999755859375,417.75,428.6199951171875,428.0877990722656,7241200
2026-05-07,426.3599853515625,427.7000122070313,406.010009765625,410.6400146484375,410.1301574707031,7741800
2026-05-08,423.1099853515625,438.0400085449219,417.8999938964844,435.44000244140625,434.89935302734375,8165200
2026-05-11,439.25,448.4500122070313,437.2699890136719,443.6199951171875,443.0691833496094,8324000
2026-05-12,436.7999877929687,437.0499877929687,416.55999755859375,431.2000122070313,430.66461181640625,9319400
2026-05-13,435.9100036621094,440.5,422.2999877929687,436.6099853515625,436.06787109375,7839400
2026-05-14,443.3399963378906,448.4500122070313,438.0,440.55999755859375,440.0130004882813,14936200
2026-05-15,428.4200134277344,444.5,421.55999755859375,436.6199951171875,436.077880859375,12768700
2026-05-18,441.30999755859375,441.7099914550781,408.0899963378906,413.5700073242187,413.0565185546875,8265000
2026-05-19,404.3699951171875,415.4599914550781,397.3699951171875,406.9100036621094,406.40478515625,8418700
2026-05-20,416.4500122070313,427.5,415.8500061035156,426.8500061035156,426.3200073242187,6888400
2026-05-21,424.19000244140625,430.9800109863281,421.6099853515625,427.3599853515625,427.3599853515625,5682900
2026-05-22,434.3500061035156,438.1300048828125,430.2900085449219,432.1600036621094,432.1600036621094,4889300
2026-05-26,444.739990234375,456.7799987792969,438.0,454.8900146484375,454.8900146484375,8044400
2026-05-27,461.2200012207031,462.3999938964844,441.1199951171875,448.25,448.25,5047600
2026-05-28,446.1300048828125,457.6799926757813,438.25,449.6799926757813,449.6799926757813,5675600
2026-05-29,452.7699890136719,460.4599914550781,445.7000122070313,450.05999755859375,450.05999755859375,8546800
2026-06-01,444.5400085449219,463.8800048828125,438.2200012207031,458.1700134277344,458.1700134277344,6613700
2026-06-02,465.2999877929687,491.510009765625,461.4500122070313,490.0499877929687,490.0499877929687,10440700
2026-06-03,487.9500122070313,508.260009765625,487.3599853515625,500.7699890136719,500.7699890136719,8964900
2026-06-04,485.6600036621094,510.75,480.1099853515625,501.7000122070313,501.7000122070313,6729000
2026-06-05,479.7099914550781,484.8999938964844,452.9100036621094,453.010009765625,453.010009765625,11909400
2026-06-08,476.0,497.7099914550781,471.1199951171875,492.1700134277344,492.1700134277344,9726900
2026-06-09,503.015,525.9799,466.51,499.21,499.21,11052665
