Date,Open,High,Low,Close,Adj Close,Volume
2026-03-09,35.119998931884766,35.29999923706055,24.760000228881836,25.5,25.5,0.0
2026-03-10,24.38999938964844,26.010000228881836,22.190000534057617,24.93000030517578,24.93000030517578,0.0
2026-03-11,24.899999618530273,26.229999542236328,23.75,24.229999542236328,24.229999542236328,0.0
2026-03-12,25.479999542236328,27.329999923706055,24.600000381469727,27.290000915527344,27.290000915527344,0.0
2026-03-13,27.850000381469727,28.469999313354492,24.670000076293945,27.190000534057617,27.190000534057617,0.0
2026-03-16,25.8799991607666,26.420000076293945,23.229999542236328,23.510000228881836,23.510000228881836,0.0
2026-03-17,24.559999465942383,24.579999923706055,21.8700008392334,22.3700008392334,22.3700008392334,0.0
2026-03-18,21.510000228881836,25.1299991607666,21.469999313354492,25.09000015258789,25.09000015258789,0.0
2026-03-19,25.600000381469727,27.520000457763672,23.540000915527344,24.059999465942383,24.059999465942383,0.0
2026-03-20,24.459999084472656,29.280000686645508,23.68000030517578,26.780000686645508,26.780000686645508,0.0
2026-03-23,30.040000915527344,31.040000915527344,20.280000686645508,26.149999618530273,26.149999618530273,0.0
2026-03-24,25.90999984741211,27.940000534057617,25.63999938964844,26.950000762939453,26.950000762939453,0.0
2026-03-25,25.790000915527344,26.670000076293945,24.81999969482422,25.329999923706055,25.329999923706055,0.0
2026-03-26,26.489999771118164,28.489999771118164,26.1200008392334,27.440000534057617,27.440000534057617,0.0
2026-03-27,27.540000915527344,31.649999618530273,27.540000915527344,31.049999237060547,31.049999237060547,0.0
2026-03-30,30.790000915527344,31.520000457763672,29.329999923706055,30.61000061035156,30.61000061035156,0.0
2026-03-31,29.530000686645508,29.63999938964844,25.079999923706055,25.25,25.25,0.0
2026-04-01,24.299999237060547,25.350000381469727,23.5,24.540000915527344,24.540000915527344,0.0
2026-04-02,26.780000686645508,27.88999938964844,23.8700008392334,23.8700008392334,23.8700008392334,0.0
2026-04-06,24.93000030517578,25.299999237060547,23.780000686645508,24.170000076293945,24.170000076293945,0.0
2026-04-07,25.09000015258789,28.0,24.34000015258789,25.780000686645508,25.780000686645508,0.0
2026-04-08,20.969999313354492,22.170000076293945,19.90999984741211,21.040000915527344,21.040000915527344,0.0
2026-04-09,21.25,21.6299991607666,19.450000762939453,19.489999771118164,19.489999771118164,0.0
2026-04-10,19.709999084472656,20.280000686645508,18.829999923706055,19.229999542236328,19.229999542236328,0.0
2026-04-13,21.170000076293945,21.579999923706055,18.959999084472656,19.1200008392334,19.1200008392334,0.0
2026-04-14,18.729999542236328,18.760000228881836,17.889999389648438,18.36000061035156,18.36000061035156,0.0
2026-04-15,18.18000030517578,18.5,17.399999618530273,18.170000076293945,18.170000076293945,0.0
2026-04-16,18.040000915527344,19.09000015258789,17.760000228881836,17.940000534057617,17.940000534057617,0.0
2026-04-17,18.18000030517578,18.239999771118164,16.8700008392334,17.479999542236328,17.479999542236328,0.0
2026-04-20,19.579999923706055,19.989999771118164,18.770000457763672,18.8700008392334,18.8700008392334,0.0
2026-04-21,19.18000030517578,20.850000381469727,18.75,19.5,19.5,0.0
2026-04-22,19.030000686645508,19.540000915527344,18.68000030517578,18.920000076293945,18.920000076293945,0.0
2026-04-23,19.420000076293945,21.559999465942383,18.700000762939453,19.309999465942383,19.309999465942383,0.0
2026-04-24,18.88999938964844,19.350000381469727,18.459999084472656,18.709999084472656,18.709999084472656,0.0
2026-04-27,19.209999084472656,19.270000457763672,18.020000457763672,18.020000457763672,18.020000457763672,0.0
2026-04-28,18.299999237060547,19.43000030517578,17.780000686645508,17.829999923706055,17.829999923706055,0.0
2026-04-29,17.829999923706055,19.0,17.809999465942383,18.809999465942383,18.809999465942383,0.0
2026-04-30,18.68000030517578,18.729999542236328,16.8700008392334,16.889999389648438,16.889999389648438,0.0
2026-05-01,17.010000228881836,17.389999389648438,16.440000534057617,16.989999771118164,16.989999771118164,0.0
2026-05-04,17.3799991607666,19.079999923706055,17.149999618530273,18.290000915527344,18.290000915527344,0.0
2026-05-05,17.950000762939453,18.020000457763672,17.200000762939453,17.3799991607666,17.3799991607666,0.0
2026-05-06,17.149999618530273,17.459999084472656,16.18000030517578,17.389999389648438,17.389999389648438,0.0
2026-05-07,17.530000686645508,17.600000381469727,16.850000381469727,17.079999923706055,17.079999923706055,0.0
2026-05-08,17.3700008392334,17.530000686645508,16.81999969482422,17.190000534057617,17.190000534057617,0.0
2026-05-11,18.209999084472656,18.469999313354492,17.899999618530273,18.3799991607666,18.3799991607666,0.0
2026-05-12,18.770000457763672,19.100000381469727,17.920000076293945,17.989999771118164,17.989999771118164,0.0
2026-05-13,17.979999542236328,18.399999618530273,17.760000228881836,17.8700008392334,17.8700008392334,0.0
2026-05-14,17.860000610351562,18.079999923706055,17.200000762939453,17.260000228881836,17.260000228881836,0.0
2026-05-15,18.06999969482422,19.270000457763672,17.799999237060547,18.43000030517578,18.43000030517578,0.0
2026-05-18,19.25,19.440000534057617,17.700000762939453,17.81999969482422,17.81999969482422,0.0
2026-05-19,18.010000228881836,18.36000061035156,17.65999984741211,18.059999465942383,18.059999465942383,0.0
